key,input,probability
XIEGSJAEZIGKSA-UHFFFAOYSA-N,[H+].[Cl-].CN1C2CCC1CC(C2)OC(=O)c3c[nH]c4ccccc34,0.11800292684132006
HKDLNTKNLJPAIY-WKWWZUSTSA-N,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,0.12919199131407433
FVTWTVQXNAJTQP-UHFFFAOYSA-N,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,0.10868771724359796
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,0.1132381018135117
IOOWNWLVCOUUEX-WPRPVWTQSA-N,OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1,0.0949983461075442
HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,0.46242264088435275
WPVFJKSGQUFQAP-GKAPJAKFSA-N,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2C(=O)N=C(N)Nc12,0.24950497998217236
NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(O)=O,0.08274526013847712
MYPYJXKWCTUITO-UTHKAUQRSA-N,CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,0.304447466897488
JQSHBVHOMNKWFT-DTORHVGOSA-N,C1NC[C@H]2C[C@@H]1c3cc4nccnc4cc23,0.1351850761096562
VEPSYABRBFXYIB-PWXDFCLTSA-M,[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,0.12332496284797709
FHCUMDQMBHQXKK-CDIODLITSA-N,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,0.2543755915595182
SGTNSNPWRIOYBX-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.07894699626054755
DAFYYTQWSAWIGS-DEOSSOPVSA-N,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,0.14973075328539096
CILBMBUYJCWATM-NPJYPKOYSA-N,CCC1=CC2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC.O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O,0.21687302402541167
BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,0.12137245580578038
QTXVAVXCBMYBJW-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,0.07592126777335283
HUCJFAOMUPXHDK-UHFFFAOYSA-N,Cc1cc(cc(C)c1CC2=NCCN2)C(C)(C)C,0.1027689553468161
HBOMLICNUCNMMY-XLPZGREQSA-N,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.12467158444220175
NWONKYPBYAMBJT-UHFFFAOYSA-L,[Zn++].[O-][S]([O-])(=O)=O,0.26252400212859184
FUXFIVRTGHOMSO-UHFFFAOYSA-N,O.OC(Cn1ccnc1)([P](O)(O)=O)[P](O)(O)=O,0.18842451753855088
